step,sps,avg_train_reward,best_eval_metric,wall_time,alpha
1600000,268,2.1422,3.9002,5962.2,0.100000
1605000,267,3.2315,3.9002,5991.5,0.100000
1610000,267,1.3708,3.9002,6009.7,0.100000
1615000,267,0.9072,3.9002,6027.8,0.100000
1620000,268,0.0348,3.9002,6041.4,0.100000
1625000,267,-0.7012,3.9002,6064.4,0.100000
1630000,268,0.4334,3.9002,6079.7,0.100000
1635000,268,-1.7977,3.9002,6094.6,0.100000
1640000,268,-0.7310,3.9002,6110.5,0.100000
1645000,268,-2.6536,3.9002,6133.9,0.100000
1650000,268,0.0288,3.9002,6149.4,0.100000
1655000,268,2.3427,3.9002,6164.9,0.100000
1660000,268,3.2885,3.9002,6180.9,0.100000
1665000,268,3.4209,3.9002,6208.6,0.100000
1670000,268,0.3291,3.9002,6223.6,0.100000
1675000,268,0.0244,3.9002,6238.5,0.100000
1680000,268,-0.9146,3.9002,6254.6,0.100000
1685000,268,1.6077,3.9002,6282.8,0.100000
1690000,268,1.3763,3.9002,6301.5,0.100000
1695000,268,1.6610,3.9002,6319.9,0.100000
1700000,268,1.0919,3.9002,6336.1,0.100000
1705000,267,2.8967,3.9002,6364.3,0.100000
1710000,268,4.0134,3.9002,6379.1,0.100000
1715000,268,2.5993,3.9002,6394.0,0.100000
1720000,268,2.0735,3.9002,6407.5,0.100000
1725000,268,0.0523,3.9002,6434.9,0.100000
1730000,268,-1.2255,3.9002,6452.5,0.100000
1735000,268,-1.1387,3.9002,6466.4,0.100000
1740000,268,0.6995,3.9002,6480.9,0.100000
1745000,268,0.2138,3.9002,6509.7,0.100000
1750000,268,1.2008,3.9002,6524.8,0.100000
1755000,268,1.5578,3.9002,6539.9,0.100000
1760000,268,2.5219,3.9002,6554.0,0.100000
1765000,268,2.7162,3.9002,6575.5,0.100000
1770000,268,1.3147,3.9002,6588.7,0.100000
1775000,268,1.1538,3.9002,6603.0,0.100000
1780000,269,-1.0729,3.9002,6616.4,0.100000
1785000,268,-0.8052,3.9002,6642.2,0.100000
1790000,268,2.2110,3.9002,6658.3,0.100000
1795000,268,3.7812,3.9002,6674.6,0.100000
1800000,268,3.0424,3.9002,6692.3,0.100000
1805000,268,1.9258,3.9002,6723.7,0.100000
1810000,268,2.0170,3.9002,6739.7,0.100000
1815000,268,1.7761,3.9002,6753.4,0.100000
1820000,268,1.7340,3.9002,6768.8,0.100000
1825000,268,1.0849,3.9002,6794.8,0.100000
1830000,268,3.8602,3.9002,6813.2,0.100000
1835000,268,3.0231,3.9002,6834.2,0.100000
1840000,268,2.0015,3.9002,6854.2,0.100000
1845000,267,2.1569,4.1552,6887.9,0.100000
1850000,267,2.2116,4.1552,6906.9,0.100000
1855000,267,1.3841,4.1552,6931.2,0.100000
